cluster_id,n_tracks,time_start,time_end,duration,freq_median,freq_mean,doa_center,track_ids,f_median_list,doa_median_list
0,15,103.0,409.0,306.0,193.2,220.18644351817804,46.61210835320908,"55,45,40,66,67,48,61,46,63,51,47,60,57,64,41","159.2,159.8,170.5,171.6,173.6,175.7,183.3,193.2,204.7,210.8,238.7,250.1,295.5,340.9,375.1","43.4,38.9,50.4,51.3,51.1,44.4,43.6,35.9,51.2,52.0,52.3,60.6,51.9,44.3,42.8"
