track_id,t_start,t_end,duration,n_points,f_mean,f_median,f_std,f_slope,f_smooth,doa_mean,doa_median,doa_disp,doa_slope,doa_outlier_count,doa_outlier_ratio,doa_motion_ok,doa_noise_ok,doa_prefilter_keep
76,258.0,417.0,159.0,160,36.598437499999996,36.65,0.07233210624439197,0.0006755390835579289,0.007861635220125696,240.81051263898468,249.25362034300178,74.83896949597899,3.0219966511354825,66,0.4125,True,False,False
77,266.0,329.0,63.0,64,2.35859375,2.4,0.0548824649677609,6.295787545787738e-05,0.00873015873015874,0.0,0.0,0.0,0.0,0,0.0,False,True,False
81,310.0,373.0,63.0,64,14.790625000000002,14.8,0.07648273906575297,-0.002342032967033,0.009523809523809575,248.32776786213248,6.191926978730635,76.20146961137314,-2.4454866666784176,37,0.578125,True,False,False
83,330.0,393.0,63.0,64,10.0,10.0,0.0,-1.4717736019870544e-17,0.0,45.78437072390243,49.01193547545398,29.077328211399195,-0.5703011635012663,19,0.296875,True,False,False
84,335.0,417.0,82.0,83,73.39036144578313,73.4,0.11679913540623715,-0.004421518827924826,0.00670731707317087,135.63944228007315,226.27644008388233,44.14321497899718,-16.197109651310114,27,0.3253012048192771,True,False,False
85,336.0,417.0,81.0,82,48.85243902439025,48.85,0.05290490722801003,-0.0006312512924326038,0.013580246913580615,45.63127230101392,32.13297882717858,61.08176671301098,-0.855284366225675,19,0.23170731707317074,True,False,False
86,344.0,385.0,41.0,42,159.09047619047618,159.1,0.022461859838225073,-0.0011506360910784924,0.003658536585365992,79.56327595043214,77.33369140482792,29.80966181392488,0.7092951251746308,9,0.21428571428571427,True,False,False
87,346.0,417.0,71.0,72,71.13402777777777,71.1,0.056412659193520426,0.0004509936330310982,0.009859154929577705,67.69402935118924,83.14758435826838,50.95937322196529,7.015764303356914,14,0.19444444444444445,True,False,False
88,350.0,417.0,67.0,68,85.47132352941178,85.45,0.08673666047235129,-0.001128946062526387,0.006716417910447591,349.35636151654984,340.7112206995429,55.01730474995355,-5.390380959565285,27,0.39705882352941174,True,False,False
89,358.0,410.0,52.0,53,47.41132075471697,47.4,0.026849527303317796,-0.0001007901951297788,0.004807692307692444,33.28516704325303,59.68902180078892,67.23075897924284,1.2901700076380627,23,0.4339622641509434,True,False,False
90,361.0,417.0,56.0,57,61.11842105263159,61.1,0.05098295118147635,-0.002126004666839548,0.007142857142857372,47.80650968418594,35.87946556150968,59.47939918074039,-1.5640042724877503,17,0.2982456140350877,True,False,False
91,367.0,413.0,46.0,47,15.001063829787233,15.0,0.007215244662899324,0.00013297872340426866,0.0010869565217391458,203.01873209699016,176.5459212473557,75.02830614198254,-6.496806861429063,24,0.5106382978723404,True,False,False
93,370.0,415.0,45.0,46,118.5989130434782,118.6,0.11725535606325023,-0.0071877890841806425,0.011111111111111112,74.91927175130384,78.9316851886918,29.41577705866046,-1.322666327791135,10,0.21739130434782608,True,False,False
