track_id_1,track_id_2,dt,dfreq,allowed_dfreq,doa_diff
41.0,70.0,35.0,0.049999999999954525,0.05833333333333334,9.0
43.0,83.0,2.0,0.0,0.0033333333333333335,1.5
60.0,71.0,32.0,0.05000000000001137,0.05333333333333334,1.0
64.0,76.0,10.0,0.0,0.016666666666666666,8.5
66.0,73.0,24.0,0.0,0.04000000000000001,14.0
