track_id,t_start,t_end,duration,n_points,f_mean,f_median,f_std,f_slope,f_smooth,doa_mean,doa_median,doa_disp,doa_slope,doa_outlier_count,doa_outlier_ratio,doa_motion_ok,doa_noise_ok,doa_prefilter_keep,cluster_id_final,pair_count,support_count,track_support_ratio,track_role
22,10.0,309.0,299.0,300,9.999666666666666,10.0,0.009994442900376776,5.155612840171663e-06,0.0011705685618729263,44.69799446778045,22.481677195958582,44.31242049297104,-1.6627368764289998,132,0.44,True,True,True,-1,90,0,0.0,isolated
23,10.0,217.0,207.0,208,11.722596153846155,11.7,0.02488416210501484,-0.0003572514442079372,0.0002415458937198102,329.3399204900428,311.02453643520903,66.85881369051818,0.7361494069709309,56,0.2692307692307692,True,True,True,-1,90,0,0.0,isolated
24,10.0,83.0,73.0,74,148.35472972972968,148.35,0.052741669586177216,-0.001708256201408223,0.00684931506849354,221.22882548952546,219.49988879197718,6.031124779708688,0.20929522695177263,6,0.08108108108108109,True,True,True,-1,90,0,0.0,isolated
25,10.0,417.0,407.0,403,204.8186104218362,204.65,0.2873487166378503,-0.001806551126469524,0.007089552238805603,43.4195531891576,38.54986928121997,52.09719910144756,0.5379805425987154,18,0.04466501240694789,True,True,True,0,90,38,0.4222222222222222,core
26,10.0,417.0,407.0,408,68.28112745098038,68.25,0.11829757854487423,-0.0004545966936301847,0.009213759213759038,53.91965902691526,48.05051949817422,69.18457539866348,-1.7908037148642237,103,0.25245098039215685,True,True,True,-1,90,0,0.0,isolated
27,10.0,417.0,407.0,408,35.17156862745098,35.15,0.04863822224158733,-0.00026246779446836106,0.0031941031941031175,180.01390080293575,146.53936016253863,57.21629490899395,4.3870156900429205,68,0.16666666666666666,True,True,True,-1,90,0,0.0,isolated
29,10.0,74.0,64.0,65,499.94999999999993,499.95,5.684341886080802e-14,1.8392760969243987e-15,0.0,90.89380375175791,65.13685565281153,70.51385809235417,-2.9095203457008307,13,0.2,True,True,True,-1,90,0,0.0,isolated
30,10.0,136.0,126.0,127,182.39842519685035,182.45,0.20781360969145418,-0.005186363423322021,0.007936507936507034,262.3632888463268,236.8514478661517,51.32166534939545,1.4954962736926587,2,0.015748031496062992,True,True,True,0,90,11,0.12222222222222222,core
32,10.0,383.0,373.0,374,102.40481283422459,102.35,0.1529245812020358,-0.0011500336912732766,0.006970509383378077,34.77651912904178,57.97551922646869,70.6565162473541,1.611571244460082,65,0.17379679144385027,True,True,True,-1,90,1,0.011111111111111112,supported
33,10.0,311.0,301.0,302,103.46374172185432,103.4,0.17633569594174864,-0.0016317975772408306,0.008305647840531562,54.54631723622187,209.4171466609937,65.6359021573717,-0.5074198200849497,49,0.16225165562913907,True,True,True,0,90,6,0.06666666666666667,core
35,10.0,403.0,393.0,394,140.70913705583757,140.65,0.19803672555229132,-0.000974664414963193,0.008905852417302582,36.02231473958131,49.198914244564804,59.12285701068485,-0.44639197603864045,73,0.18527918781725888,True,True,True,-1,90,2,0.022222222222222223,core
36,10.0,370.0,360.0,361,136.56108033240997,136.5,0.1914782750987501,-0.0013599297021266979,0.010972222222222586,43.60739015230951,24.281154362922848,63.73209283763316,0.7130435986585979,46,0.12742382271468145,True,True,True,0,90,31,0.34444444444444444,core
37,10.0,417.0,407.0,408,105.51629901960784,105.45,0.15826194097072965,-0.0007698804998533223,0.007616707616707672,62.59132546363687,43.45504770360128,61.964951582401916,0.6823579017634384,81,0.19852941176470587,True,True,True,-1,90,0,0.0,isolated
38,10.0,385.0,375.0,376,70.32885638297873,70.25,0.12176023095508666,-0.0008133585416783008,0.0034666666666665073,34.19379439344479,286.0702594775795,62.39358477524575,3.2933127879412893,69,0.18351063829787234,True,True,True,-1,90,0,0.0,isolated
39,10.0,126.0,116.0,117,172.2572649572649,172.25,0.057462346372555845,0.0006916033508669306,0.01163793103448369,251.32996174326928,232.949998208835,45.96412976808166,1.5190727420833299,0,0.0,True,True,True,0,90,12,0.13333333333333333,core
40,10.0,102.0,92.0,93,117.56021505376343,117.6,0.06457434649299139,-0.001404016591567032,0.008695652173913167,227.38319735589226,223.53290192694504,20.139560017734347,0.7214054232589648,17,0.1827956989247312,True,True,True,-1,90,0,0.0,isolated
41,10.0,340.0,330.0,331,160.0132930513595,159.85,0.27045620278602234,-0.0023768460273391207,0.00727272727272729,36.327724719256345,32.93043190020575,60.39746166529816,0.7441818014552292,30,0.09063444108761329,True,True,True,0,90,36,0.4,core
42,10.0,283.0,273.0,274,91.78503649635037,91.75,0.12430316182736233,-0.001349890984927943,0.00549450549450539,354.85186964138137,354.7928541028662,65.20114835350908,0.8790134976264153,83,0.3029197080291971,True,True,True,-1,90,0,0.0,isolated
43,10.0,374.0,364.0,365,22.75657534246576,22.75,0.036422903304881224,-0.00016524234804050903,0.0027472527472527865,322.99153272399,272.8503783632327,53.577842333290164,-2.0239386516548903,92,0.25205479452054796,True,True,True,-1,90,0,0.0,isolated
44,10.0,115.0,105.0,106,273.82547169811323,273.8,0.06228558807638609,-0.0010227473108794128,0.009523809523808982,244.56127237199303,225.09991361663742,36.89383322918162,1.334253554236639,0,0.0,True,True,True,0,90,13,0.14444444444444443,core
46,11.0,85.0,74.0,75,431.19999999999993,431.2,5.684341886080802e-14,0.0,0.0,229.89183740390513,223.67543206336398,14.492621397439295,0.7060523578658197,3,0.04,True,True,True,-1,90,0,0.0,isolated
47,26.0,67.0,41.0,42,228.02380952380952,228.1,0.11403742871264606,0.004132566242604921,0.02073170731707234,221.2307383135476,220.55015185464612,5.225688949193467,0.43703645519901607,0,0.0,True,True,True,-1,90,0,0.0,isolated
48,41.0,345.0,304.0,305,193.25688524590166,193.25,0.0869433767800824,-0.0005413515708268844,0.004605263157894943,38.64440410913827,37.149956430941245,48.48649384398915,0.6773284349800566,12,0.03934426229508197,True,True,True,0,90,31,0.34444444444444444,core
49,41.0,80.0,39.0,40,175.44625000000002,175.45,0.013169567191061432,0.0005206378986871012,0.001282051282050845,226.42850594965566,222.29520386251914,9.057283052850178,0.8251238953458839,0,0.0,True,True,True,-1,90,0,0.0,isolated
50,58.0,411.0,353.0,354,238.71963276836158,238.7,0.06640596469123404,-0.00022835336308383358,0.00665722379603422,41.768658304355654,45.36249854105563,34.39765828494893,0.42008705226355003,2,0.005649717514124294,True,True,True,0,90,30,0.3333333333333333,core
52,64.0,377.0,313.0,314,124.77197452229302,124.7,0.12891482148309977,-0.0008139842494046661,0.007507987220446994,32.77129912018397,40.55040188786711,43.84142222083158,1.6553574231672805,69,0.2197452229299363,True,True,True,0,90,5,0.05555555555555555,core
53,65.0,417.0,352.0,353,375.093342776204,375.1,0.048251451975952236,-0.0001825509500350713,0.005113636363635912,33.26061192162031,39.7500228491196,30.746082707577852,0.3333163960676464,17,0.04815864022662889,True,True,True,0,90,30,0.3333333333333333,core
54,73.0,282.0,209.0,210,46.03095238095238,46.0,0.05830174071605049,-0.0006358420825867928,0.0031100478468899452,346.8595446803804,70.26825523209573,67.18135694314343,2.6952097057332343,51,0.24285714285714285,True,True,True,-1,90,0,0.0,isolated
55,74.0,345.0,271.0,272,215.9952205882353,215.95,0.11137157541948597,0.0009404584996072585,0.009409594095940582,39.11168540569377,44.256830469149236,32.811802227191585,0.5077524943931357,3,0.011029411764705883,True,True,True,0,90,30,0.3333333333333333,core
56,75.0,375.0,300.0,301,295.54950166112957,295.5,0.08466124110092457,-0.0005405161602605855,0.005333333333334357,40.0446212497268,45.34855149729634,28.891743169185077,0.4117505073599716,2,0.006644518272425249,True,True,True,0,90,30,0.3333333333333333,core
57,79.0,345.0,266.0,267,344.5855805243446,344.6,0.0532461255198001,-6.588246568042749e-05,0.0043233082706757514,30.66146596709645,35.450473625473876,25.794014550049855,0.4165439072117709,2,0.00749063670411985,True,True,True,0,90,30,0.3333333333333333,core
58,80.0,361.0,281.0,282,443.1494680851064,443.15,0.11372824728125565,0.0003990950296466116,0.012099644128113596,38.70937377612805,45.94654412157132,27.71398505213967,0.41404701882653017,4,0.014184397163120567,True,True,True,0,90,30,0.3333333333333333,core
59,83.0,361.0,278.0,279,148.83458781362003,148.8,0.08775837630305754,-0.0007697344428607046,0.007014388489208797,35.46684723169234,26.343210229586475,31.73012293975333,1.6973361404384524,41,0.14695340501792115,True,True,True,-1,90,1,0.011111111111111112,supported
60,84.0,413.0,329.0,330,170.5328787878788,170.5,0.0635029264779054,-0.0003779231631644062,0.004559270516717844,44.80923101343527,49.68115529117506,26.715356085736797,0.3113413566481233,20,0.06060606060606061,True,True,True,0,90,30,0.3333333333333333,core
61,85.0,333.0,248.0,224,261.5741071428571,261.5,0.11942610963799698,-0.0009290335836626503,0.009865470852019416,35.19441001079603,41.94505962063306,26.514228536914874,0.4247602240521254,1,0.004464285714285714,True,True,True,0,90,31,0.34444444444444444,core
62,90.0,417.0,327.0,328,250.06326219512195,250.05,0.05266696595113898,-0.00035847251685192913,0.007339449541284421,48.531346191688364,54.291395779088134,24.705730051101956,0.3005971727265618,8,0.024390243902439025,True,True,True,0,90,30,0.3333333333333333,core
63,90.0,264.0,174.0,175,187.42600000000002,187.4,0.050097048672693004,0.000664912673533386,0.007471264367816321,27.277708373425583,31.349212475013132,24.136754573900735,0.576527036224864,5,0.02857142857142857,True,True,True,0,90,29,0.32222222222222224,core
64,93.0,417.0,324.0,325,210.92107692307695,210.9,0.09974001707397441,-8.84064810450733e-05,0.010185185185184518,46.17078711728805,50.549892113343276,24.387482240944358,0.2657703207030479,11,0.033846153846153845,True,True,True,0,90,30,0.3333333333333333,core
65,100.0,401.0,301.0,302,159.12400662251656,159.125,0.0875239226853707,-0.000499406280422157,0.009966777408637969,44.15010672813757,43.67027417164445,25.905294441535794,0.260496449771782,29,0.09602649006622517,True,True,True,0,90,27,0.3,core
66,101.0,361.0,260.0,261,229.81302681992338,229.8,0.061298491236068356,-0.00021679119336406508,0.005576923076923689,44.76832069982587,46.25477894288929,19.892669924400955,0.30716011949809774,0,0.0,True,True,True,0,90,31,0.34444444444444444,core
67,103.0,188.0,85.0,86,148.1174418604651,148.1,0.03390088310956683,0.00040850983536922284,0.005294117647058356,22.01298471489281,22.549881994332168,15.765283119930972,0.666182358683808,5,0.05813953488372093,True,True,True,-1,90,0,0.0,isolated
68,103.0,237.0,134.0,135,101.30777777777777,101.3,0.030347778408329616,-0.00037654862940207244,0.0037313432835819837,28.36114292227535,31.48829525819042,25.026703166183214,0.5162772321750053,14,0.1037037037037037,True,True,True,0,90,22,0.24444444444444444,core
69,103.0,369.0,266.0,267,363.7404494382023,363.7,0.11322884697846815,0.0009858097364830814,0.015789473684209628,40.36506605495084,45.148799692523085,18.116504448579104,0.2639538725216282,3,0.011235955056179775,True,True,True,0,90,32,0.35555555555555557,core
70,103.0,282.0,179.0,180,318.2211111111111,318.25,0.08691559691824154,-0.0013160900027785276,0.00586592178770956,30.97908054813111,32.82154046062351,15.721668369538216,0.35273446661527386,1,0.005555555555555556,True,True,True,0,90,31,0.34444444444444444,core
71,104.0,274.0,170.0,171,409.02134502923974,409.05,0.08496957292611783,0.001361629106967526,0.007647058823529813,29.026803599562236,31.53707413840624,15.194708772984676,0.38008882109831177,0,0.0,True,True,True,0,90,31,0.34444444444444444,core
72,105.0,191.0,86.0,87,272.8758620689654,272.85,0.08334324158297472,7.745862797958863e-05,0.015697674418604916,18.19055840699249,21.749542867920184,12.712083018815967,0.6000469912881835,0,0.0,True,True,True,-1,90,0,0.0,isolated
73,110.0,248.0,138.0,139,241.75791366906475,241.75,0.03510467021225396,0.0006097234014039258,0.005434782608696476,31.03515670808167,33.65013161132174,13.801868296832351,0.389981233060608,0,0.0,True,True,True,0,90,28,0.3111111111111111,core
74,118.0,329.0,211.0,212,183.32853773584904,183.35,0.02474842267826138,-0.00016382386242706095,0.0004739336492889379,44.88939423161965,43.09783552808506,16.764403677328588,0.2843635480812504,11,0.05188679245283019,True,True,True,0,90,29,0.32222222222222224,core
75,118.0,376.0,258.0,259,245.9027027027027,245.9,0.0802531734324378,0.0009361034942430889,0.0034883720930229474,49.286264146209255,55.1143935093304,16.167472422760614,0.2347037100276249,6,0.023166023166023165,True,True,True,0,90,30,0.3333333333333333,core
76,119.0,201.0,82.0,83,117.04156626506021,117.05,0.018723217190264062,0.0005069056714661914,0.0006097560975609409,39.09798497294533,32.750586842060045,30.009089767739464,0.27415884232482496,24,0.2891566265060241,True,True,True,-1,90,0,0.0,isolated
78,126.0,374.0,248.0,249,171.58995983935742,171.6,0.039060225272868766,-0.00020703458997261323,0.006653225806449458,48.058705576558694,50.849914082948494,16.49692457460558,0.2129245025654774,14,0.05622489959839357,True,True,True,0,90,28,0.3111111111111111,core
79,128.0,177.0,49.0,50,341.5,341.5,0.0,8.396717057410006e-16,0.0,20.032777591447818,20.400654406390835,3.5540544682212447,0.25534715440187555,0,0.0,True,True,True,-1,90,0,0.0,isolated
81,145.0,369.0,224.0,225,340.96644444444445,340.95,0.07671463877560308,0.0010545722713866338,0.009151785714286527,44.7773121260917,46.150111812416796,12.111360714399616,0.20531023516912117,0,0.0,True,True,True,0,90,28,0.3111111111111111,core
82,148.0,313.0,165.0,166,173.5876506024096,173.6,0.024810575735187773,2.3807806074315468e-05,0.004242424242423829,46.862181942860296,50.67097976421888,14.953239903945962,0.318086138113693,5,0.030120481927710843,True,True,True,0,90,28,0.3111111111111111,core
84,154.0,242.0,88.0,89,386.3646067415731,386.35,0.02273719814025804,0.0006375553285663138,0.0017045454545439043,33.58785057713613,32.643325745194836,6.698541248403315,0.24562491939090975,3,0.033707865168539325,True,True,True,-1,90,0,0.0,isolated
85,154.0,193.0,39.0,40,257.57,257.55,0.056789083457995625,-0.004634146341462116,0.008974358974359557,30.3515082364407,30.708001999962093,2.774151618349628,0.2585173029407648,0,0.0,True,True,True,-1,90,0,0.0,isolated
86,162.0,273.0,111.0,112,292.72410714285706,292.7,0.054683399992093006,-0.001343236409608185,0.005405405405406635,42.50512575580238,42.850152807414865,6.796168011664733,0.24330314235483264,0,0.0,True,True,True,0,90,26,0.28888888888888886,core
87,170.0,299.0,129.0,129,199.08527131782947,199.05,0.06361314182613223,-0.0010879603341811094,0.007421874999999467,49.39142839453483,48.91554455535989,11.828830531154939,0.25494183606630505,5,0.03875968992248062,True,True,True,0,90,24,0.26666666666666666,core
88,184.0,254.0,70.0,71,272.9380281690143,272.95,0.11489884980006623,0.0034389671361499926,0.01285714285714172,47.9894935876298,47.45122862869618,5.836650381580775,0.3236032192528538,2,0.028169014084507043,True,True,True,-1,90,0,0.0,isolated
89,199.0,291.0,92.0,93,284.02365591397853,284.05,0.040554886377742794,-0.00105562352660381,0.002717391304348444,48.483058682194304,48.65000365552949,5.651145538485438,0.23859597843053817,0,0.0,True,True,True,-1,90,0,0.0,isolated
90,233.0,400.0,167.0,168,272.88244047619054,272.9,0.10105689712688802,-0.0006659335597615321,0.013473053892214888,65.34513364253003,64.699581872443,8.610782612594543,0.15376878264515909,2,0.011904761904761904,True,True,True,0,90,20,0.2222222222222222,core
96,289.0,341.0,52.0,53,154.1584905660377,154.15,0.018773347869929825,-0.00027414933075255225,0.0028846153846144008,50.13814823446642,60.9273744574152,32.36134155855925,-1.2300239142270788,15,0.2830188679245283,True,True,True,-1,90,0,0.0,isolated
97,302.0,417.0,115.0,116,118.59870689655172,118.65,0.12533768300085926,-0.001433321800638181,0.020434782608695478,83.8793367762209,359.1197586338669,69.96601342312252,2.596917797652001,52,0.4482758620689655,True,True,True,-1,90,0,0.0,isolated
99,330.0,393.0,63.0,64,10.0,10.0,0.0,-2.453723478990258e-17,0.0,45.78437072390243,49.01193547545398,29.077328211399195,-0.5703011635012664,19,0.296875,True,True,True,-1,90,0,0.0,isolated
100,337.0,417.0,80.0,81,73.38765432098765,73.4,0.11693906406137838,-0.004551716350496858,0.006875000000000142,139.1000015729132,193.98477920036862,44.218866682492425,-16.238922635322556,24,0.2962962962962963,True,True,True,-1,90,0,0.0,isolated
101,343.0,417.0,74.0,75,48.848000000000006,48.85,0.042770706486255514,-0.0004096728307255386,0.0060810810810814075,36.83065848027428,21.90486126423852,53.36904901814137,-0.1533332024634581,17,0.22666666666666666,True,True,True,-1,90,0,0.0,isolated
102,346.0,417.0,71.0,72,71.13402777777777,71.1,0.056412659193520426,0.00045099363303111896,0.009859154929577705,67.69402935118924,83.14758435826838,50.95937322196529,7.015764303356916,14,0.19444444444444445,True,True,True,-1,90,0,0.0,isolated
103,350.0,417.0,67.0,68,142.12941176470588,142.1,0.03559917187326701,0.0011165400618394696,0.004477611940298677,84.54967730287802,82.56456514313925,31.476068717689856,1.3445706901288537,28,0.4117647058823529,True,True,True,-1,90,0,0.0,isolated
104,352.0,417.0,65.0,66,85.47348484848484,85.45,0.08713438635569128,-0.001437219496921145,0.006923076923076748,355.6327425305354,343.4542041433534,51.7121751846887,-6.1076107020551325,27,0.4090909090909091,True,True,True,-1,90,0,0.0,isolated
105,357.0,417.0,60.0,61,109.88606557377051,109.9,0.035217296817939704,-0.0011131676361714536,0.009999999999999905,85.59880334850685,97.33152769181,38.123316389062865,3.2247095143863924,16,0.26229508196721313,True,True,True,-1,90,0,0.0,isolated
106,358.0,409.0,51.0,52,47.41057692307691,47.4,0.02656005253256505,-0.0001942286348501832,0.0029411764705883467,39.32346674094768,64.15597759141181,64.55463266928369,1.8234914679841643,21,0.40384615384615385,True,True,True,-1,90,0,0.0,isolated
107,362.0,416.0,54.0,55,106.69272727272727,106.7,0.06836943882532082,0.0030158730158728114,0.015740740740740108,109.94061655166094,113.59851348186899,23.70351964991711,-0.18218339619339002,16,0.2909090909090909,True,True,True,-1,90,0,0.0,isolated
108,362.0,417.0,55.0,56,61.11696428571429,61.1,0.050246522369256655,-0.002083048530416906,0.007272727272727505,51.127645560374916,41.136671647581984,58.99473357360936,-1.7974128301097063,16,0.2857142857142857,True,True,True,-1,90,0,0.0,isolated
109,369.0,417.0,48.0,49,59.25510204081632,59.25,0.0454511376557527,-0.002714285714285529,0.0031249999999998224,9.562873897245222,12.326863147208371,15.804104496462925,-1.0058710446965329,12,0.24489795918367346,True,True,True,-1,90,0,0.0,isolated
110,376.0,417.0,41.0,42,136.68095238095236,136.7,0.024281045302814504,-0.0006158334008585459,0.004878048780486141,25.530510453233678,27.991680196481724,27.65730307672871,0.6601838588090643,10,0.23809523809523808,True,True,True,-1,90,0,0.0,isolated
