cluster_id,n_tracks,time_start,time_end,duration,freq_median,freq_mean,doa_center,track_ids,f_median_list,doa_median_list
0,41,10.0,417.0,407.0,215.95,229.7667419026974,33.095315760306754,"68,33,52,9,36,20,65,41,60,78,39,82,19,30,74,63,48,87,25,64,55,10,66,50,14,73,75,62,17,61,90,44,86,56,70,81,57,69,53,71,58","101.3,103.4,124.7,125.5,136.5,152.2,159.1,159.8,170.5,171.6,172.2,173.6,175.8,182.4,183.3,187.4,193.2,199.1,204.7,210.9,215.9,227.9,229.8,238.7,239.8,241.8,245.9,250.1,250.9,261.5,272.9,273.8,292.7,295.5,318.2,340.9,344.6,363.7,375.1,409.1,443.1","31.5,209.4,40.6,263.8,24.3,41.2,43.7,32.9,49.7,50.8,232.9,50.7,31.5,236.9,43.1,31.3,37.1,48.9,38.5,50.5,44.3,245.8,46.3,45.4,233.6,33.7,55.1,54.3,226.4,41.9,64.7,225.1,42.9,45.3,32.8,46.2,35.5,45.1,39.8,31.5,45.9"
