track_id,t_start,t_end,duration,n_points,f_mean,f_median,f_std,f_slope,f_smooth,doa_mean,doa_median,doa_disp,doa_slope,doa_outlier_count,doa_outlier_ratio
1,10.0,417.0,407.0,408,113.78321078431374,113.7,0.1883721147335471,-0.0009326441028584364,0.006756756756757106,87.0936557482231,71.27494899117362,62.242776478897284,-1.460954476131537,65,0.15931372549019607
2,10.0,326.0,316.0,317,80.0140378548896,79.95,0.12826224547514203,-0.0011935508660951921,0.003639240506328952,143.9674401169886,65.28140497363253,77.9504075373394,0.3104986765615463,100,0.31545741324921134
3,10.0,393.0,383.0,384,82.06940104166667,82.0,0.11640180768462341,-0.0007177348597876587,0.006135770234986708,7.867376527871968,345.4261934019768,68.38419606847567,1.6179691390081379,88,0.22916666666666666
4,10.0,93.0,83.0,84,21.113690476190474,21.15,0.15475618121284457,0.004734737268401319,0.016265060240963743,133.2704483447389,136.48396098368528,18.746052321847486,0.0024769743398588124,21,0.25
5,10.0,106.0,96.0,97,159.75051546391754,159.75,0.06753954372849477,-0.0001453029665478006,0.01510416666666714,237.16214318861603,226.7438923587684,25.098491920305957,0.991782356829732,1,0.010309278350515464
6,10.0,102.0,92.0,93,296.63978494623655,296.75,0.1703189828011557,-0.005457163319507874,0.008695652173914404,233.73445785466706,221.55000639758975,24.927582803396906,1.0648442185324059,0,0.0
7,10.0,81.0,71.0,72,285.12500000000006,285.15,0.04787135538780305,-0.0017669946620342389,0.004225352112676216,222.27279106741054,219.95151342743645,8.838875784494654,0.4818885136968717,0,0.0
8,10.0,345.0,335.0,336,78.64389880952382,78.6,0.10606591278882048,-0.000823908752127562,0.003283582089552179,166.63199079319352,324.7908854001422,81.20882544498534,0.9375761490721882,127,0.37797619047619047
9,10.0,133.0,123.0,124,125.53669354838709,125.55,0.04071382768578896,-0.0009455546813534195,0.008130081300812546,267.8481716969261,263.7502338320402,49.728978541897334,1.4528001577106096,18,0.14516129032258066
10,10.0,146.0,136.0,137,227.95145985401464,227.95,0.06391760373427284,-0.0006221180950972764,0.008455882352939965,267.57659097940734,245.84918695215728,57.930468093059304,1.5549860838373288,0,0.0
