track_id_1,track_id_2,dt,dfreq,allowed_dfreq,doa_diff
2.0,81.0,6.0,0.0,0.010000000000000002,0.5
61.0,90.0,26.0,0.0,0.043333333333333335,14.0
88.0,92.0,2.0,0.0,0.0033333333333333335,7.0
